Gene stable ID	Gene name	Gene description
ENSG00000263794	RN7SL457P	RNA, 7SL, cytoplasmic 457, pseudogene [Source:HGNC Symbol;Acc:HGNC:46473]
ENSG00000252614	RNU6-807P	RNA, U6 small nuclear 807, pseudogene [Source:HGNC Symbol;Acc:HGNC:47770]
ENSG00000202119	RNU6-302P	RNA, U6 small nuclear 302, pseudogene [Source:HGNC Symbol;Acc:HGNC:47265]
ENSG00000252719	SNORA18	Small nucleolar RNA SNORA18 [Source:RFAM;Acc:RF00425]
ENSG00000222610	RNU6-402P	RNA, U6 small nuclear 402, pseudogene [Source:HGNC Symbol;Acc:HGNC:47365]
ENSG00000222664	RN7SKP123	RNA, 7SK small nuclear pseudogene 123 [Source:HGNC Symbol;Acc:HGNC:45847]
ENSG00000212385	RNU6-817P	RNA, U6 small nuclear 817, pseudogene [Source:HGNC Symbol;Acc:HGNC:47780]
ENSG00000243650	RN7SL834P	RNA, 7SL, cytoplasmic 834, pseudogene [Source:HGNC Symbol;Acc:HGNC:46850]
ENSG00000206687	RNU1-109P	RNA, U1 small nuclear 109, pseudogene [Source:HGNC Symbol;Acc:HGNC:48451]
ENSG00000240233	RN7SL587P	RNA, 7SL, cytoplasmic 587, pseudogene [Source:HGNC Symbol;Acc:HGNC:46603]
ENSG00000212565	SNORA68	Small nucleolar RNA SNORA68 [Source:RFAM;Acc:RF00263]
ENSG00000243383	RN7SL89P	RNA, 7SL, cytoplasmic 89, pseudogene [Source:HGNC Symbol;Acc:HGNC:46105]
ENSG00000252798	SCARNA6	Small Cajal body specific RNA 6 [Source:RFAM;Acc:RF00478]
ENSG00000240837	RN7SL77P	RNA, 7SL, cytoplasmic 77, pseudogene [Source:HGNC Symbol;Acc:HGNC:46093]
ENSG00000221241	SNORD88A	small nucleolar RNA, C/D box 88A [Source:HGNC Symbol;Acc:HGNC:32747]
ENSG00000212175	SNORA12	Small nucleolar RNA SNORA12 [Source:RFAM;Acc:RF00586]
ENSG00000222755	RN7SKP206	RNA, 7SK small nuclear pseudogene 206 [Source:HGNC Symbol;Acc:HGNC:45930]
ENSG00000265390	MIR4999	microRNA 4999 [Source:HGNC Symbol;Acc:HGNC:43494]
ENSG00000239333	RN7SL658P	RNA, 7SL, cytoplasmic 658, pseudogene [Source:HGNC Symbol;Acc:HGNC:46674]
ENSG00000212402	SNORA74B	small nucleolar RNA, H/ACA box 74B [Source:HGNC Symbol;Acc:HGNC:32660]
ENSG00000202514	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000201659	RNU12-2P	RNA, U12 small nuclear 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:10109]
ENSG00000222845	RN7SKP42	RNA, 7SK small nuclear pseudogene 42 [Source:HGNC Symbol;Acc:HGNC:45766]
ENSG00000206870	RNU6-398P	RNA, U6 small nuclear 398, pseudogene [Source:HGNC Symbol;Acc:HGNC:47361]
ENSG00000263947	RN7SL274P	RNA, 7SL, cytoplasmic 274, pseudogene [Source:HGNC Symbol;Acc:HGNC:46290]
ENSG00000244328	RN7SL845P	RNA, 7SL, cytoplasmic 845, pseudogene [Source:HGNC Symbol;Acc:HGNC:46861]
ENSG00000207631	MIR641	microRNA 641 [Source:HGNC Symbol;Acc:HGNC:32897]
ENSG00000212538	U3	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]
ENSG00000199977	SNORA73	Small nucleolar RNA SNORA73 family [Source:RFAM;Acc:RF00045]
ENSG00000212413	RNU11-3P	RNA, U11 small nuclear 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:46943]
ENSG00000202522	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000199291	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000252087	RN7SKP248	RNA, 7SK small nuclear pseudogene 248 [Source:HGNC Symbol;Acc:HGNC:45972]
ENSG00000202415	RN7SKP269	RNA, 7SK small nuclear pseudogene 269 [Source:HGNC Symbol;Acc:HGNC:45993]
ENSG00000212149	SNORA40	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]
ENSG00000199892	RNU1-17P	RNA, U1 small nuclear 17, pseudogene [Source:HGNC Symbol;Acc:HGNC:41943]
ENSG00000207276	RNU6-1160P	RNA, U6 small nuclear 1160, pseudogene [Source:HGNC Symbol;Acc:HGNC:48123]
ENSG00000207395	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000252859	RNU6-375P	RNA, U6 small nuclear 375, pseudogene [Source:HGNC Symbol;Acc:HGNC:47338]
ENSG00000202268	U3	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]
ENSG00000239202	RN7SL499P	RNA, 7SL, cytoplasmic 499, pseudogene [Source:HGNC Symbol;Acc:HGNC:46515]
ENSG00000202395	RN7SKP1	RNA, 7SK small nuclear pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42619]
ENSG00000201801	RNU5E-4P	RNA, U5E small nuclear 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:42513]
ENSG00000199595	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000207182	RNU1-44P	RNA, U1 small nuclear 44, pseudogene [Source:HGNC Symbol;Acc:HGNC:48386]
ENSG00000200893	RNU6-944P	RNA, U6 small nuclear 944, pseudogene [Source:HGNC Symbol;Acc:HGNC:47907]
ENSG00000207142	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000200389	RNU6-509P	RNA, U6 small nuclear 509, pseudogene [Source:HGNC Symbol;Acc:HGNC:47472]
ENSG00000201260	RNU6-1075P	RNA, U6 small nuclear 1075, pseudogene [Source:HGNC Symbol;Acc:HGNC:48038]
ENSG00000263974	RN7SL121P	RNA, 7SL, cytoplasmic 121, pseudogene [Source:HGNC Symbol;Acc:HGNC:46137]
ENSG00000222174	RN7SKP146	RNA, 7SK small nuclear pseudogene 146 [Source:HGNC Symbol;Acc:HGNC:45870]
ENSG00000202441	RNY4P10	RNA, Ro-associated Y4 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:34060]
ENSG00000238390	SNORA81	Small nucleolar RNA SNORA81 [Source:RFAM;Acc:RF01241]
ENSG00000199377	RNU5F-1	RNA, U5F small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10216]
ENSG00000239096	snoU13	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]
ENSG00000206820	RNU1-138P	RNA, U1 small nuclear 138, pseudogene [Source:HGNC Symbol;Acc:HGNC:48480]
ENSG00000201510	RN7SKP217	RNA, 7SK small nuclear pseudogene 217 [Source:HGNC Symbol;Acc:HGNC:45941]
ENSG00000202363	SNORA62	small nucleolar RNA, H/ACA box 62 [Source:HGNC Symbol;Acc:HGNC:10107]
ENSG00000200783	RN7SKP180	RNA, 7SK small nuclear pseudogene 180 [Source:HGNC Symbol;Acc:HGNC:45904]
ENSG00000200972	RNU5A-8P	RNA, U5A small nuclear 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:42530]
ENSG00000243591	RN7SL282P	RNA, 7SL, cytoplasmic 282, pseudogene [Source:HGNC Symbol;Acc:HGNC:46298]
ENSG00000200320	SNORA63	small nucleolar RNA, H/ACA box 63 [Source:HGNC Symbol;Acc:HGNC:10106]
ENSG00000200889	RNU4-13P	RNA, U4 small nuclear 13, pseudogene [Source:HGNC Symbol;Acc:HGNC:46949]
ENSG00000206813	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000201365	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000206845	RNU6-209P	RNA, U6 small nuclear 209, pseudogene [Source:HGNC Symbol;Acc:HGNC:47172]
ENSG00000222931	RN7SKP205	RNA, 7SK small nuclear pseudogene 205 [Source:HGNC Symbol;Acc:HGNC:45929]
ENSG00000252992	SCARNA11	Small Cajal body specific RNA 11 [Source:RFAM;Acc:RF00564]
ENSG00000201573	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000243671	RN7SL761P	RNA, 7SL, cytoplasmic 761, pseudogene [Source:HGNC Symbol;Acc:HGNC:46777]
ENSG00000252777	SCARNA24	Small Cajal body specific RNA 24 [Source:RFAM;Acc:RF00422]
ENSG00000212432	SNORA75	Small nucleolar RNA SNORA75 [Source:RFAM;Acc:RF00072]
ENSG00000243562	RN7SL838P	RNA, 7SL, cytoplasmic 838, pseudogene [Source:HGNC Symbol;Acc:HGNC:46854]
ENSG00000252249	SNORA18	Small nucleolar RNA SNORA18 [Source:RFAM;Acc:RF00425]
ENSG00000263529	RN7SL122P	RNA, 7SL, cytoplasmic 122, pseudogene [Source:HGNC Symbol;Acc:HGNC:46138]
ENSG00000223271	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000238901	snoU13	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]
ENSG00000207215	U3	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]
ENSG00000263537	RN7SL387P	RNA, 7SL, cytoplasmic 387, pseudogene [Source:HGNC Symbol;Acc:HGNC:46403]
ENSG00000199273	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000241175	RN7SL494P	RNA, 7SL, cytoplasmic 494, pseudogene [Source:HGNC Symbol;Acc:HGNC:46510]
ENSG00000207204	RNU6-393P	RNA, U6 small nuclear 393, pseudogene [Source:HGNC Symbol;Acc:HGNC:47356]
ENSG00000242650	RN7SL292P	RNA, 7SL, cytoplasmic 292, pseudogene [Source:HGNC Symbol;Acc:HGNC:46308]
ENSG00000222414	RNU2-59P	RNA, U2 small nuclear 59, pseudogene [Source:HGNC Symbol;Acc:HGNC:48552]
ENSG00000212588	SNORA26	small nucleolar RNA, H/ACA box 26 [Source:HGNC Symbol;Acc:HGNC:32616]
ENSG00000252523	RNU6-267P	RNA, U6 small nuclear 267, pseudogene [Source:HGNC Symbol;Acc:HGNC:47230]
ENSG00000239466	RN7SL552P	RNA, 7SL, cytoplasmic 552, pseudogene [Source:HGNC Symbol;Acc:HGNC:46568]
ENSG00000252612	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000241542	RN7SL369P	RNA, 7SL, cytoplasmic 369, pseudogene [Source:HGNC Symbol;Acc:HGNC:46385]
ENSG00000252443	SNORA62	Small nucleolar RNA SNORA62/SNORA6 family [Source:RFAM;Acc:RF00091]
ENSG00000200769	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000252982	RN7SKP234	RNA, 7SK small nuclear pseudogene 234 [Source:HGNC Symbol;Acc:HGNC:45958]
ENSG00000200354	SNORA71D	small nucleolar RNA, H/ACA box 71D [Source:HGNC Symbol;Acc:HGNC:32657]
ENSG00000207493	SNORA46	small nucleolar RNA, H/ACA box 46 [Source:HGNC Symbol;Acc:HGNC:32639]
ENSG00000207554	MIR647	microRNA 647 [Source:HGNC Symbol;Acc:HGNC:32903]
ENSG00000206859	RNU6-767P	RNA, U6 small nuclear 767, pseudogene [Source:HGNC Symbol;Acc:HGNC:47730]
ENSG00000206816	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000207406	SNORA41	small nucleolar RNA, H/ACA box 41 [Source:HGNC Symbol;Acc:HGNC:32634]
ENSG00000200170	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000252759	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000205085	FAM71F2	family with sequence similarity 71 member F2 [Source:HGNC Symbol;Acc:HGNC:27998]
ENSG00000199053	MIR324	microRNA 324 [Source:HGNC Symbol;Acc:HGNC:31767]
ENSG00000222398	RNU6-554P	RNA, U6 small nuclear 554, pseudogene [Source:HGNC Symbol;Acc:HGNC:47517]
ENSG00000271765	RN7SKP299	RNA, 7SK small nuclear pseudogene 299 [Source:HGNC Symbol;Acc:HGNC:46023]
ENSG00000222635	RNU6-1203P	RNA, U6 small nuclear 1203, pseudogene [Source:HGNC Symbol;Acc:HGNC:48166]
ENSG00000243905	RN7SL679P	RNA, 7SL, cytoplasmic 679, pseudogene [Source:HGNC Symbol;Acc:HGNC:46695]
ENSG00000253048	RNU4-60P	RNA, U4 small nuclear 60, pseudogene [Source:HGNC Symbol;Acc:HGNC:46996]
ENSG00000244256	RN7SL130P	RNA, 7SL, cytoplasmic 130, pseudogene [Source:HGNC Symbol;Acc:HGNC:46146]
ENSG00000201680	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000252677	SNORA81	Small nucleolar RNA SNORA81 [Source:RFAM;Acc:RF01241]
ENSG00000253073	RN7SKP295	RNA, 7SK small nuclear pseudogene 295 [Source:HGNC Symbol;Acc:HGNC:46019]
ENSG00000240877	RN7SL521P	RNA, 7SL, cytoplasmic 521, pseudogene [Source:HGNC Symbol;Acc:HGNC:46537]
ENSG00000207473	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000266240	MIR5091	microRNA 5091 [Source:HGNC Symbol;Acc:HGNC:43478]
ENSG00000242158	RN7SL361P	RNA, 7SL, cytoplasmic 361, pseudogene [Source:HGNC Symbol;Acc:HGNC:46377]
ENSG00000199836	RNU1-47P	RNA, U1 small nuclear 47, pseudogene [Source:HGNC Symbol;Acc:HGNC:48389]
ENSG00000200274	RNU4-32P	RNA, U4 small nuclear 32, pseudogene [Source:HGNC Symbol;Acc:HGNC:46968]
ENSG00000200059	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000265740	RN7SL339P	RNA, 7SL, cytoplasmic 339, pseudogene [Source:HGNC Symbol;Acc:HGNC:46355]
ENSG00000239367	RN7SL477P	RNA, 7SL, cytoplasmic 477, pseudogene [Source:HGNC Symbol;Acc:HGNC:46493]
ENSG00000207087	RNU6-242P	RNA, U6 small nuclear 242, pseudogene [Source:HGNC Symbol;Acc:HGNC:47205]
ENSG00000264916	RN7SL230P	RNA, 7SL, cytoplasmic 230, pseudogene [Source:HGNC Symbol;Acc:HGNC:46246]
ENSG00000244632	RN7SL863P	RNA, 7SL, cytoplasmic 863, pseudogene [Source:HGNC Symbol;Acc:HGNC:46879]
ENSG00000207455	RNU6-331P	RNA, U6 small nuclear 331, pseudogene [Source:HGNC Symbol;Acc:HGNC:47294]
ENSG00000207451	RNU6-291P	RNA, U6 small nuclear 291, pseudogene [Source:HGNC Symbol;Acc:HGNC:47254]
ENSG00000206927	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000244107	RN7SL250P	RNA, 7SL, cytoplasmic 250, pseudogene [Source:HGNC Symbol;Acc:HGNC:46266]
ENSG00000264554	RN7SL793P	RNA, 7SL, cytoplasmic 793, pseudogene [Source:HGNC Symbol;Acc:HGNC:46809]
ENSG00000207719	MIR623	microRNA 623 [Source:HGNC Symbol;Acc:HGNC:32879]
ENSG00000207561	MIR635	microRNA 635 [Source:HGNC Symbol;Acc:HGNC:32891]
ENSG00000238840	U8	U8 small nucleolar RNA [Source:RFAM;Acc:RF00096]
ENSG00000252915	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000241392	RN7SL205P	RNA, 7SL, cytoplasmic 205, pseudogene [Source:HGNC Symbol;Acc:HGNC:46221]
ENSG00000199179	MIRLET7I	microRNA let-7i [Source:HGNC Symbol;Acc:HGNC:31486]
ENSG00000202470	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000264676	RN7SL204P	RNA, 7SL, cytoplasmic 204, pseudogene [Source:HGNC Symbol;Acc:HGNC:46220]
ENSG00000240927	RN7SL209P	RNA, 7SL, cytoplasmic 209, pseudogene [Source:HGNC Symbol;Acc:HGNC:46225]
ENSG00000207160	RNU6-1289P	RNA, U6 small nuclear 1289, pseudogene [Source:HGNC Symbol;Acc:HGNC:48252]
ENSG00000207590	MIR215	microRNA 215 [Source:HGNC Symbol;Acc:HGNC:31592]
ENSG00000206772	RNU6-44P	RNA, U6 small nuclear 44, pseudogene [Source:HGNC Symbol;Acc:HGNC:34288]
ENSG00000223088	RMRPP5	RNA component of mitochondrial RNA processing endoribonuclease pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:47035]
ENSG00000212297	RNU6-821P	RNA, U6 small nuclear 821, pseudogene [Source:HGNC Symbol;Acc:HGNC:47784]
ENSG00000206869	SNORA70F	small nucleolar RNA, H/ACA box 70F [Source:HGNC Symbol;Acc:HGNC:34358]
ENSG00000206650	SNORA70G	small nucleolar RNA, H/ACA box 70G [Source:HGNC Symbol;Acc:HGNC:34359]
ENSG00000206780	SNORA75	Small nucleolar RNA SNORA75 [Source:RFAM;Acc:RF00072]
ENSG00000267195	MIR212	microRNA 212 [Source:HGNC Symbol;Acc:HGNC:31589]
ENSG00000207613	MIR181C	microRNA 181c [Source:HGNC Symbol;Acc:HGNC:31552]
ENSG00000239560	RN7SL479P	RNA, 7SL, cytoplasmic 479, pseudogene [Source:HGNC Symbol;Acc:HGNC:46495]
ENSG00000222705	RN7SKP39	RNA, 7SK small nuclear pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:45763]
ENSG00000201793	RN7SKP9	RNA, 7SK small nuclear pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:42627]
ENSG00000252886	RN7SKP197	RNA, 7SK small nuclear pseudogene 197 [Source:HGNC Symbol;Acc:HGNC:45921]
ENSG00000206799	SNORA32	small nucleolar RNA, H/ACA box 32 [Source:HGNC Symbol;Acc:HGNC:32622]
ENSG00000207501	RNVU1-14	RNA, variant U1 small nuclear 14 [Source:HGNC Symbol;Acc:HGNC:48319]
ENSG00000207704	MIR548D1	microRNA 548d-1 [Source:HGNC Symbol;Acc:HGNC:32801]
ENSG00000241652	RN7SL253P	RNA, 7SL, cytoplasmic 253, pseudogene [Source:HGNC Symbol;Acc:HGNC:46269]
ENSG00000202434	SNORA4	Small nucleolar RNA SNORA4 [Source:RFAM;Acc:RF00394]
ENSG00000238917	SNORD10	small nucleolar RNA, C/D box 10 [Source:HGNC Symbol;Acc:HGNC:32706]
ENSG00000222051	RNU6-1165P	RNA, U6 small nuclear 1165, pseudogene [Source:HGNC Symbol;Acc:HGNC:48128]
ENSG00000221430	MIR1294	microRNA 1294 [Source:HGNC Symbol;Acc:HGNC:35287]
ENSG00000199622	RN7SKP20	RNA, 7SK small nuclear pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:45744]
ENSG00000251809	RN7SKP14	RNA, 7SK small nuclear pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:45738]
ENSG00000239868	RN7SL34P	RNA, 7SL, cytoplasmic 34, pseudogene [Source:HGNC Symbol;Acc:HGNC:46050]
ENSG00000223324	RN7SKP273	RNA, 7SK small nuclear pseudogene 273 [Source:HGNC Symbol;Acc:HGNC:45997]
ENSG00000207072	RNU6-39P	RNA, U6 small nuclear 39, pseudogene [Source:HGNC Symbol;Acc:HGNC:34283]
ENSG00000243446	RN7SL284P	RNA, 7SL, cytoplasmic 284, pseudogene [Source:HGNC Symbol;Acc:HGNC:46300]
ENSG00000200683	RNU6-379P	RNA, U6 small nuclear 379, pseudogene [Source:HGNC Symbol;Acc:HGNC:47342]
ENSG00000199426	RNU1-108P	RNA, U1 small nuclear 108, pseudogene [Source:HGNC Symbol;Acc:HGNC:48450]
ENSG00000206693	SNORA56	small nucleolar RNA, H/ACA box 56 [Source:HGNC Symbol;Acc:HGNC:32650]
ENSG00000199979	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000207056	RNU1-8P	RNA, U1 small nuclear 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:48307]
ENSG00000241983	RN7SL566P	RNA, 7SL, cytoplasmic 566, pseudogene [Source:HGNC Symbol;Acc:HGNC:46582]
ENSG00000200156	RNU5B-1	RNA, U5B small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10212]
ENSG00000212391	SNORA48	Small nucleolar RNA SNORA48 [Source:RFAM;Acc:RF00554]
ENSG00000223282	RN7SKP165	RNA, 7SK small nuclear pseudogene 165 [Source:HGNC Symbol;Acc:HGNC:45889]
ENSG00000199905	RNU6-492P	RNA, U6 small nuclear 492, pseudogene [Source:HGNC Symbol;Acc:HGNC:47455]
ENSG00000206880	RNU6-1310P	RNA, U6 small nuclear 1310, pseudogene [Source:HGNC Symbol;Acc:HGNC:48273]
ENSG00000243352	RN7SL8P	RNA, 7SL, cytoplasmic 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:10043]
ENSG00000266158	RN7SL785P	RNA, 7SL, cytoplasmic 785, pseudogene [Source:HGNC Symbol;Acc:HGNC:46801]
ENSG00000201302	SNORA65	small nucleolar RNA, H/ACA box 65 [Source:HGNC Symbol;Acc:HGNC:10222]
ENSG00000264910	RN7SL525P	RNA, 7SL, cytoplasmic 525, pseudogene [Source:HGNC Symbol;Acc:HGNC:46541]
ENSG00000223223	RN7SKP192	RNA, 7SK small nuclear pseudogene 192 [Source:HGNC Symbol;Acc:HGNC:45916]
ENSG00000252202	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000206815	RNU6-483P	RNA, U6 small nuclear 483, pseudogene [Source:HGNC Symbol;Acc:HGNC:47446]
ENSG00000207000	RNU6-820P	RNA, U6 small nuclear 820, pseudogene [Source:HGNC Symbol;Acc:HGNC:47783]
ENSG00000212342	SNORA12	Small nucleolar RNA SNORA12 [Source:RFAM;Acc:RF00586]
ENSG00000240116	RN7SL303P	RNA, 7SL, cytoplasmic 303, pseudogene [Source:HGNC Symbol;Acc:HGNC:46319]
ENSG00000200107	RNU6-1249P	RNA, U6 small nuclear 1249, pseudogene [Source:HGNC Symbol;Acc:HGNC:48212]
ENSG00000201988	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000222808	RNU4-47P	RNA, U4 small nuclear 47, pseudogene [Source:HGNC Symbol;Acc:HGNC:46983]
ENSG00000202532	RNU6-395P	RNA, U6 small nuclear 395, pseudogene [Source:HGNC Symbol;Acc:HGNC:47358]
ENSG00000238554	RNU1-88P	RNA, U1 small nuclear 88, pseudogene [Source:HGNC Symbol;Acc:HGNC:48430]
ENSG00000243439	RN7SL352P	RNA, 7SL, cytoplasmic 352, pseudogene [Source:HGNC Symbol;Acc:HGNC:46368]
ENSG00000241964	RN7SL135P	RNA, 7SL, cytoplasmic 135, pseudogene [Source:HGNC Symbol;Acc:HGNC:46151]
ENSG00000201830	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000206937	SNORA70B	small nucleolar RNA, H/ACA box 70B [Source:HGNC Symbol;Acc:HGNC:33618]
ENSG00000241229	RN7SL443P	RNA, 7SL, cytoplasmic 443, pseudogene [Source:HGNC Symbol;Acc:HGNC:46459]
ENSG00000206784	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000202242	RNU6-1276P	RNA, U6 small nuclear 1276, pseudogene [Source:HGNC Symbol;Acc:HGNC:48239]
ENSG00000243426	RN7SL454P	RNA, 7SL, cytoplasmic 454, pseudogene [Source:HGNC Symbol;Acc:HGNC:46470]
ENSG00000240347	RN7SL35P	RNA, 7SL, cytoplasmic 35, pseudogene [Source:HGNC Symbol;Acc:HGNC:46051]
ENSG00000206888	RNU6-48P	RNA, U6 small nuclear 48, pseudogene [Source:HGNC Symbol;Acc:HGNC:34292]
ENSG00000265777	RN7SL624P	RNA, 7SL, cytoplasmic 624, pseudogene [Source:HGNC Symbol;Acc:HGNC:46640]
ENSG00000222343	RN7SKP139	RNA, 7SK small nuclear pseudogene 139 [Source:HGNC Symbol;Acc:HGNC:45863]
ENSG00000222240	RN7SKP156	RNA, 7SK small nuclear pseudogene 156 [Source:HGNC Symbol;Acc:HGNC:45880]
ENSG00000222162	RN7SKP151	RNA, 7SK small nuclear pseudogene 151 [Source:HGNC Symbol;Acc:HGNC:45875]
ENSG00000199349	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000251992	SCARNA17	small Cajal body-specific RNA 17 [Source:HGNC Symbol;Acc:HGNC:32574]
ENSG00000200966	RN7SKP87	RNA, 7SK small nuclear pseudogene 87 [Source:HGNC Symbol;Acc:HGNC:45811]
ENSG00000241785	RN7SL390P	RNA, 7SL, cytoplasmic 390, pseudogene [Source:HGNC Symbol;Acc:HGNC:46406]
ENSG00000252929	RNU6-218P	RNA, U6 small nuclear 218, pseudogene [Source:HGNC Symbol;Acc:HGNC:47181]
ENSG00000212421	SNORA26	Small nucleolar RNA SNORA26 [Source:RFAM;Acc:RF00568]
ENSG00000199470	SNORA64	Small nucleolar RNA SNORA64/SNORA10 family [Source:RFAM;Acc:RF00264]
ENSG00000207052	RNU6-378P	RNA, U6 small nuclear 378, pseudogene [Source:HGNC Symbol;Acc:HGNC:47341]
ENSG00000242985	RN7SL50P	RNA, 7SL, cytoplasmic 50, pseudogene [Source:HGNC Symbol;Acc:HGNC:46066]
ENSG00000239703	RN7SL568P	RNA, 7SL, cytoplasmic 568, pseudogene [Source:HGNC Symbol;Acc:HGNC:46584]
ENSG00000207379	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000242719	RN7SL806P	RNA, 7SL, cytoplasmic 806, pseudogene [Source:HGNC Symbol;Acc:HGNC:46822]
ENSG00000207327	RNU6-883P	RNA, U6 small nuclear 883, pseudogene [Source:HGNC Symbol;Acc:HGNC:47846]
ENSG00000252163	RN7SKP31	RNA, 7SK small nuclear pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:45755]
ENSG00000200895	RN7SKP245	RNA, 7SK small nuclear pseudogene 245 [Source:HGNC Symbol;Acc:HGNC:45969]
ENSG00000238444	RNU6-893P	RNA, U6 small nuclear 893, pseudogene [Source:HGNC Symbol;Acc:HGNC:47856]
ENSG00000251703	RNU6-998P	RNA, U6 small nuclear 998, pseudogene [Source:HGNC Symbol;Acc:HGNC:47961]
ENSG00000199646	RNU6-1272P	RNA, U6 small nuclear 1272, pseudogene [Source:HGNC Symbol;Acc:HGNC:48235]
ENSG00000243532	RN7SL19P	RNA, 7SL, cytoplasmic 19, pseudogene [Source:HGNC Symbol;Acc:HGNC:46035]
ENSG00000207362	RNU6-422P	RNA, U6 small nuclear 422, pseudogene [Source:HGNC Symbol;Acc:HGNC:47385]
ENSG00000264573	RN7SL15P	RNA, 7SL, cytoplasmic 15, pseudogene [Source:HGNC Symbol;Acc:HGNC:46031]
ENSG00000253051	SNORA31	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]
ENSG00000265123	RN7SL200P	RNA, 7SL, cytoplasmic 200, pseudogene [Source:HGNC Symbol;Acc:HGNC:46216]
ENSG00000272197	RN7SL803P	RNA, 7SL, cytoplasmic 803, pseudogene [Source:HGNC Symbol;Acc:HGNC:46819]
ENSG00000206832	RNU6V	RNA, U6 small nuclear variant sequence with SNRPE pseudogene sequence [Source:HGNC Symbol;Acc:HGNC:10230]
ENSG00000252607	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000199640	RN7SKP294	RNA, 7SK small nuclear pseudogene 294 [Source:HGNC Symbol;Acc:HGNC:46018]
ENSG00000239964	RN7SL748P	RNA, 7SL, cytoplasmic 748, pseudogene [Source:HGNC Symbol;Acc:HGNC:46764]
ENSG00000201662	RNU6-60P	RNA, U6 small nuclear 60, pseudogene [Source:HGNC Symbol;Acc:HGNC:42550]
ENSG00000242430	RN7SL274P	RNA, 7SL, cytoplasmic 274, pseudogene [Source:HGNC Symbol;Acc:HGNC:46290]
ENSG00000239607	RN7SL573P	RNA, 7SL, cytoplasmic 573, pseudogene [Source:HGNC Symbol;Acc:HGNC:46589]
ENSG00000252481	SCARNA13	small Cajal body-specific RNA 13 [Source:HGNC Symbol;Acc:HGNC:32570]
